Message,sentiment
Same story perhaps ?,positive
agayaaye,positive
🤣🤣,positive
greetings from chobe,positive
No!!!! @256777029961   have you also run??,positive
hehe,positive
Thanks Mum.,positive
Nice one,positive
Who slept at Nkrumah hall on this fabulous fam,positive
Amen. Good morning maama D,positive
#Thanks Aggie,positive
ok nkooye gdnyt,positive
Clearly,positive
🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽God is good all the time,positive
Innocent 🤷🏽‍♂👍🏿💪🏽always,positive
Amen ...,positive
"Amen, amen",positive
"...And all the time, God is good. Amina",positive
🙏🏾,positive
Joana and your beauty. Much love gal. 🤗🤗🤗🤗. Good morning my personal persons. We thank God for healing for all our family already effected.,positive
Amen...,positive
Amen,positive
AminaWe thank God for the prayers and all your loving care. May the Almighty abundantly bless you dears.Thanks for being there🤗🤗🤗🤗,positive
hehe very nice thanks fot sharing.,positive
🤣🤣🤣🤣 funny,positive
"NCT Peace be with you!This is just a quick reminder that the St. Jude Novena starts on Friday -- that's today!We are excited to pray with you!If you haven't already, please help spread the word!",positive
"NCT Peace be with you!This novena will be dedicated to praying for impossible causes, as St. Jude is the patron saint of desperate & lost causes.To start, we would like to pray for your personal intentions.You can post your intentions here:https://p.praymorenovenas.com/blog/the-next-novena-to-a-saint-who-does-the-impossible/#respondAnd we invite you to pray for the other intentions you see there.Here are the prayers for today:Day 1 - The St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, you loved our Lord, help me to love Him more.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
Thanks Anna,positive
you are welcome Jo'ana. plus bear with the texts I'll send over the novena period.,positive
hehe.. like God doesn't bear with me,positive
Thank u,positive
it welcome hun...,positive
Who remembers this ?,positive
🤷🏽‍♂,positive
"NCT Peace be with you!Today, let's pray for all who are suffering - mentally, physically, emotionally. Let's pray for health for all those who are unwell, and especially for those whose cases seem hopeless.Let's also pray for a cure for cancer and diseases that continue to end so many lives.You can post your intentions here:https://p.praymorenovenas.com/blog/the-next-novena-to-a-saint-who-does-the-impossible/#respondHere are the prayers for today:Day 2 - The St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, pray that I may have your zeal to preach the Gospel.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
"NCT Peace be with you!Today, let's pray for everyone looking for work. Let's pray for those who are unemployed or underemployed -- that God will provide for them all.Here are the prayers for today:Day 3 - The St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, you labored for years, pray that I may have patience in my struggles.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
I prayed. Meanwhile that ka last part of the prayer of pray that I may join you in heaven gives me goose pimples...,positive
lol..write your own version,positive
☺ I just added eventually,positive
hahahhaha,positive
Dole just 👶 🍼 🤹🏾‍♀,positive
Thanks so much for this my dear.May the Lord God Almighty positively answer all your prayer intentions🙏🏽🙏🏽,positive
Amina!,positive
eyebyayi!,positive
😂😂😂😂😂😂😂,positive
"NCT Peace be with you!As we continue to pray this St. Jude Novena for impossible and hopeless causes, let's pray today for people who are burdened with debt, and those who constantly struggle to make ends meet. Let's pray for relief for them.Here are the prayers for today:Day 4 - The St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, you are known for answering lost causes, pray for my most impossible needs.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
Thank you.,positive
"NCT Peace be with you!Today let's pray for all marriages and families that are facing hardships at home. Let's pray for reconciliation and peace for them all. May St. Jude guide them through each day that feels impossible.Here are the prayers for today:Day 5 - The St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, you sacrificed for the Kingdom of God, pray that I may sacrifice like you.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
Thank you,positive
☝🏽fake news,positive
"NCT Peace be with you!In keeping with the theme of impossible and hopeless causes, let's pray today for everyone who has left the Church. Let's pray for their conversion and their return to the Church.Let's also pray for those who have never been a part of the Church to begin with. Let's pray that they may come to know the truth and fullness of our faith.Here are the prayers for today:Day 6 - The St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, pray that I may know God’s will in my life.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
"NCT Peace be with you!All things are possible with God. Let's remember that today as we pray for an end to poverty.Here are the prayers for today:Day 7 - The St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, pray that I may put my trust in God that He knows my needs even better than I do and that He provides.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
thank you,positive
"NCT Peace be with you!Let's pray today for another seemingly impossible cause: an end to violence.With God, and through St. Jude's intercession, let's pray for peace in our world -- and that it may truly start with us.Here are the prayers for today:Day 8 - St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, pray for me that I will not lose hope.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
"Announcement! Announcement!! Announcement!!!With the current INCREASE IN PRICE OF EVERYTHING, we should be grateful to GOD that HE has not INCREASED THE TITHE TO 15%; it's still 10%. Be faithful & don't rob GOD!Even with the economic situation (inflation), the WAGES OF SIN has not changed; the price remains death! Therefore, sin no more! And follow HIM sincerely.GOD bless you in JESUS Mighty Name, Amen",positive
"NCT Peace be with you!We're almost finished! After today, we have one more prayer to say together tomorrow.Today, let's pray for the sins in your life that feel impossible to overcome -- that you will be able to overcome them with the grace of God and the intercession of St. Jude.And with the novena coming to a close, if your prayers have been answered, please leave a comment HERE to let everyone know!Here are the prayers for today:Day 9 - St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Most holy St. Jude – apostle, martyr and friend of Jesus, today I ask that you pray for me and my intentions!(State your intentions here)You are the patron of the impossible. Pray for me and my intentions! O St. Jude, pray that God’s grace and mercy will cover my intentions. Pray for the impossible if it is God’s will.Pray that I may have the grace to accept God’s holy will even if it is painful and difficult for me.St. Jude, pray for me that I will not lose faith.O St. Jude, pray for me that I may grow in faith, hope and love and in the grace of Jesus Christ. Pray for these intentions, but most of all pray that I may join you in heaven with God for all eternity.Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
"NCT Peace be with you!Happy Feast of St. Jude!Thank you for joining us in praying through his intercession!Here at Pray More Novenas, at the end of every novena, we always pray the following as our final prayer.Here are the prayers for today:Final Prayer - St. Jude Novena(Audio/Video Version)In the name of the Father, and of the Son, and of the Holy Spirit. Amen.Dear Lord Jesus, I have specific requests that may only partially fill the infinite needs and desires that are in my heart. I ask that You answer me not only for those requests but also for a greater reliance on You to satisfy the needs and desires that You have given me.Please grant the prayers of all those who prayed this novena with me. Bless them with Your love and make them holy!May I seek You with a sincere heart knowing that it will profit me nothing if I gain the whole world yet lose my soul.So, help me to see Your good and gracious purpose in all my trials. Help me to see Your blessings in every day and help me to love You more.Thank You for everything, Lord Jesus!Amen.In the name of the Father, and of the Son, and of the Holy Spirit. Amen.",positive
Oh Erickiiii Erickayyyy... Happy Birthday Eric. May you be bountifully peacefully and awesomely blessed. Nkwagala nnyo guy! Mukama akwongere omukisa gwe!,positive
Happy birthday to you Uncle Eric!,positive
🎂Happy birthday Eric 🎂. I hope you are enjoying your day.,positive
Happy Birthday Eric,positive
Happy birthday Eric,positive
Happy Birthday Eric,positive
Happy Birthday Eric,positive
Happy birthday MuloE,positive
Happy birthday Eric🤗🤗,positive
Happy birthday Eric. May you enjoy your year galore,positive
"All those with roof top water tanks, please make sure , they are covered. They can be a source of sickness👇🏾",positive
"JUST TO REMIND YOU OF YOUR AGE AS AT TODAY!Year - Age1950 - 681951 - 671952 - 661953 - 651954 - 641955 - 631956 - 621957 - 611958 - 601959 - 591960 - 581961 - 571962 - 561963 - 551964 - 541965 - 531966 - 521967 - 511968 - 501969 - 491970 - 481971 - 471972 - 461973 - 451974 - 441975 - 431976 - 421977 - 411978 - 401979 - 391980 - 381981 - 371982 - 361983 - 351984 - 341985 - 331986 - 321987 - 311988 - 301989 - 291990 - 281991 - 271992 - 261993 - 251994 - 241995 - 231996 - 221997 - 211998 - 201999 - 192000 - 182001 - 172002 - 162003 - 15Now continue pretending that you are still young.Just by seeing the above ages and passing by.... You know you are old.I'm not here to give you heart attack but to make you think twice about your age and your eternal destination. As each day passes by, we are moving closer to our grave. The question now is..... What have you been able to achieve on God's behalfsince you arrived on this earth? Is that the best you can do? Do something now! Time is not waiting for any man. You are growing older by the day.Lay your treasures in heaven, this earth is temporal. Give God your total submission. Every soul shall taste death  and you shall face judgement. Then, whoever escapes hell, is admitted to heaven. The life of this world is merely a temporary enjoyment, which is VANITY.Think about it now, else the next 24 hours might be too late. May God continue to help us to remember Him in everything we are doing amen.Shared as Received please, let someone know that this world is not our permanent Home. Thank you!",positive
Is that talent or re-incarnation! 😱,positive
"*FAKE EGGS IN UGANDA😱*In a disturbing case, the Police is hunting for four Chinese men who are reportedly making and selling fake eggs that look like chicken eggs.The unscrupulous entrepreneurs no longer wait for a hen to lay eggs, they make them using machines and chemicals. The fake eggs are made from concoctions that make them look like real eggs and are hard to distinguish. This was revealed during a sensitisation conference on the mandate of Uganda National Bureau of Standards (UNBS) at Silver Springs Hotel in Bugolobi, Kampala.Tip-offA senior Police investigation officer blew the lid on the puzzling practice that is raising concern about the safety of eggs available on the local market. “We got a tip from a lady who was mistreated by the Chinese and later dismissed. She gave us information that her former bosses were manufacturing eggs in Kawempe along Ttula road. We stormed the place but, unfortunately, the Chinese detected our officers and took off. We managed to arrested the two Ugandan men who were working with them,” Charles Twine, an economic crimes and anti-corruption officer at CID headquarters, said.According to Police investigations, the Chinese were detected in Tanzania and they shifted to Uganda. They used to import the chemicals for making the egg york and shells. “It is hard to distinguish between the fake eggs and the real ones. But when you crack the fake one, the shell comes off easily without leaving particles. When you salt it, the salt does not stick well because of the oil they use. It is hard to digest and has a funny taste,” Twine said.The chemicals which were picked from the Chinese factory are to be sent to the Government Analytical Laboratory to find out exactly what they contained and the dangers. The fake eggs are often sold at a slightly lower price compared to the market rate.A tray of normal eggs costs sh12,000, while the fake ones goes for sh8,000. The fake eggs are usually found in supermarkets and big markets like Kalerwe, Nakawa, Owino and Nakasero.Slow court processTwine said they get so many people with deadly products, but the court punishments are so weak. “The punishment for food adulteration is weak, yet the products cause death. That is why these days people have so many strange diseases. We need strong regional co-operation if we are to fight these economic crimes,” Twine said.Consumers have been called upon to be vigilant while buying eggs from supermarkets, shops, vendors and markets. UNBS comments Denis Odur, the UNBS market surveillance officer, confirmed the fake eggs report, saying they were waiting for Police investigations.“We received the information and when we visited the premises, we found some of their products wrongly packed with tampered expiry dates. We seized all the products and we are waiting for Police to finish investigations in order to pursue the case,” Odur said.Martin Imalingat, the UNBS head of market surveillance, called upon people to be mindful of other people’s lives, instead of focusing on getting quick money. “Money is not everything. Why do you manufacture eggs using chemicals?” Imalingat asked.How to recognize fake eggsIn 2011, a Chinese newspaper in Shandong Province, Qilu Evening News, asked Yi Junpeng, assistant professor for biological engineering at Henan University of Science and Technology, for advice on how to identify fake eggs at market stalls. Yi warned of eggs that are too perfectly shaped and smooth. “They have an unnatural unblemished shells which are also slightly harder and shinier than real eggs.Real eggs have a faint smell which fake eggs lack. Tapping a fake egg makes a hollower sound than a real egg. Once cracked open, egg white and yolk would quickly mix,” he said.He also said fake eggs yolk appears more yellow and has chalaze, which is the white string that holds the yolk. In fake eggs, the egg yolk and egg white tend to mix almost instantaneously when the egg is cracked open, while in genuine eggs, the egg yolk will stay apart from the egg white for a longer time.It will sound watery when you shake it because the chemicals inside do not solidify together.“If you break the egg and keep it for some time, the egg white and the yolk will soon mix with one another, since they are essentially made from the same ingredients. “The fake eggs do not stink even if cooked and kept in the open for days, and do not attract ants or flies. When you fry a fake egg, the yolk will be spread without being touched unlike a real egg,” he said._Share this article to keep others alert, They could be the Next Victim_",positive
"It is a new month, the month of November is here. Many started this year with us but are unable to see today the first day of November but by the grace of God I and you have see today. By this same grace I decree and declare that you will see the end of this month, in this month you will sing a new song, you will not die rather you will see the end of this month. People will celebrate you. No body will tell you sorry in the mighty name of Jesus Amen.Happy new month 🤗🤗🤗🤗🤗🤗🤗🤗🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽😘😘😘😘😘😘😘😘",positive
Amen,positive
Amen,positive
Amen,positive
Amen,positive
May the souls of the faithfully departed rest in peace Amen.,positive
St. Joan of arc pray for us.,positive
Nanti 2 days All Saints and All Souls Days 1st and 2nd of November,positive
Banange Ugandans can abuse the black off your skin. There is a war of words on FB. Sylvia Owori questioned why Barbie Itungo was invited to the panel on Geopolitics discussion oba conference. She acussed her of politicking mbu she is not one of the most influential women in Uganda. The citizens have abuse awori for 2 days  straight.,positive
Kyagulanyi Barbie Itungo Iam a little confused here. Are you one of the most powerful inspirational women in Uganda??? There are over 1000 women who should have rightfully been on that panel discussing Women issues. Let us not mix politics with meritocracy.,positive
Sylvia Owori The fact that you are not on the panel then you are not influential. Take a back sit and let Barbie shine. She is married to the most influential man in Uganda today and automatically with her wisdom she deserves to sit on that panel,positive
"Sylvia Owori your days are long gone,how influential are you yoself🤔🤔.you were once influentual in wat we all know which was selling young naive girls to older men because of money under your defunct zipper blah blah.why are yu hell bent on attacking the younger generation that is more useful than you were??Yes she deserved to be there and she was on the panel.#kikulume#Ripjajjaja#Tugyekoobumbula#Gaciya#Comebeatme",positive
"Questioning Barbie's presence on the panel is like telling the organisers that they didnt know who they needed. That is both rude & ignorant of you Miss Owori. A host has a right to choose his or her guest- basic etiquette. Dont mix politics aswell as meritocracy with the study of the effects of geography on politics and international relations(Geopolitics). Presently, she has the ""global"" following to have an effect women's lives.If Mrs Barbara Itungo was invited by the French embassy, then they saw her befitting to be part of the panel. She is educated, a mother, an enterpreneur above all engages in community development with the impoverished. Most importantly she is a wife to an honourable member of parliament who is also an entertainer yet balances it all.These invites arent about western accents and whose back a particular woman has ridden on or where one has travelled or which famous men she has dated. It is about women of substance. Barbie is a classy woman of substance who has stayed calm in the eye of the storm. Class cannot be bought. It is simply one's elegance and poise.",positive
"Don't worry, I am sure ""List of Men Slept With"" wasn't one of the qualities they wanted in a panelist. If it was, am sure you would have ended up somewhere on that panel. For now, you can as well ""f"" off.",positive
"Finally Sylvia has risen from the dead. Just being petty. I hope she didn't count herself among the inspirational women. The way she exploited young people to tailor for her clothes while paying them peanuts, then she could import China clothes and Shoes remove labels and replace with hers lying Ugandans mbu designer, then selling miss Uganda  contestants to the highest bidders. Please Sylvia Owori just concentrate on selling your kaftans the only thing left of your fashion brand. Mbu designer, we are tired of every person who knows how to use a sewing machine claiming to be a designer. Tumbavu.",positive
"DEAR SYLIVIA OWORI;My name is Ashburg Katto... If you have had your shine, why do you want to dim the light of another woman because your light is no longer shining bright or its completely put out? Why are women of yesterday pulling down fellow women of today?Sylivia Owori, you used to be a force to reckon with, from the days of Sylivia's boutique on Wilson Street, we were in Masaka and you were the talk of Kampala. You had the most expensive boutique. Infact if anyone walked into your boutique, you used to look at them from head to toe to see if they were worth your time. You judged peoples pockets by looking at them and before they bought anything from you.Then you went to Miss Uganda, you did so well, shined and you were on top of your game. Even when rumours were circulating around town that you were training mostly escorts instead of beauty queens, we still sniffed your name and let you shine.... (continue reading 👇)After many wasted years, you end up into a court battle with Nasser Sebaggala over your son Nielson Munk who was later changed the name to Adam Sebaggala. As a woman who is married to a white man, you ended up with a black child 🙆... Am sure you were so in shock that old man like Sebaggala still had live ammunitions in him. In other wards you are a married woman who sleeps around with married men. Now nyabo where do you get the audacity to talk about a fine woman like Barbie Kyagulanyi?So you need me to remind you that you lost the court case to Sebaggala, lost the Miss Uganda franchise, African Woman Magazine closed, faded off the showbiz charts, 4-4-2 magazine closed and all you have is a lousy boutique that sells grade 10 Chinese prints?So you desperately want a come back and you saw it fit to start attacking respected,  inspirational women like Barbie? Sylivia, Sylvia, Sylivia.....How many times have I called you?During your days of shining, you failed to inspire a single soul, you were running after married men, hooking up young girls with old pensioners hence nothing tangible you added onto the development of Uganda... (Akatalekeka 👇👇)Barbie Kyagulanyi is a force to reckon with, she is Executive Director Caring Hearts Uganda, which has helped many rural girls to make reusable pads, she is a business woman running and managing One Love Beach, Busabala, an author, please google the GOLDEN MEMORIES OF A VILLAGE BELLE, its selling on Amazon and on the syllabus of Rwanda school cirriculum, a mother of 4 in the same man and on top of that a wife to the most influential man in Uganda.Please rest your faded self and let this young woman be, let the future first lady shine, her time is NOW and she is using it right. Your time was YESTERDAY and you spent it pimping girls and running after married men............... Once again i remain Yours truly Mr. Ashburg Katto",positive
classy ...Mrs Kyagulanyi👍🏼👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 well done...,positive
oh well said Barbie ! you won this,positive
As for the guy who wrote #ripjajja.. real savage,positive
😂😂😂😂,positive
"*LEAVE WHAT YOU ARE DOING AND LET US  PRAY!!!**(just 1 minute)**Almighty Father, creator of Heaven and earth and everything in between, We humbly come before you with thanks giving in our hearts, asking for your never ending mercy. We lift your name on high, above any name that has ever existed, our father and creator, we ask you to bless, protect and to pour your supernatural favor upon us, our children, spouses and friends.  God we ask you today for divine intervention in our lives, we ask for your touch in all areas of our lives, be it a new job, promotion, freedom from debt, rebuilding of our relationships with our spouses and friends. Father any situation you touch, we believe it can never remain the same. Father in heaven, let your will be done in our lives as your decision in our lives is the best and will always be the best, please send double portions anointings and blessings as your name is being worshiped and glorified by multitudes In the name of your only son, our personal Savior, Jesus Christ. AMEN!!!**God shifts things around let things work in your favor. God closes doors no man can open & God opens doors no man can close. Amen",positive
Nedda Pepi... not those examples. Issa No🙅🏾‍♀,positive
Idea supported👍🏽,positive
i like,positive
Thank you J. Dancing to that last part💃🏽💃🏽🤗🤗,positive
Happy happy birthday Josie♥... 😘😘,positive
Happy birthday Josie 💛💛😘,positive
happy birthday Josie-bear🤗🤗🤗,positive
Happy birthday Josie,positive
Thank you Bengie,positive
Thanks Dela,positive
Thanks Patsy,positive
Thanks Lawrence,positive
Happy Birthday Josie 🤗🤗🤗❤,positive
Happy happy birthday Josie 🎷🎷🎷🎷,positive
Thanks Elsie,positive
Thank you Irene 💃🏽💃🏽,positive
Hbd Josephine,positive
Happy birthday Phina,positive
Thanks 👊🏽,positive
Lol to name choice. Thanks Ben,positive
Party where ? Please note am asking after time of mass has passed ..,positive
Om a Sunday 😂😂😂,positive
Ntwalako out. Am ready,positive
Baby come to alchemist now ...,positive
Happy birthday Josie! 😍😍😍😘😘😘,positive
🎉🎉HAPPY BIRTHDAY JOSIE!! 🎉🎉,positive
How did I miss this??,positive
Thank you Lena,positive
Thanks Olivia,positive
"You're very welcome, Josie! 😊",positive
Police training 👇🏾,positive
"Hi family, if you're ok with it your children are welcome to mine on Saturday leaving on Sunday. You drop them and pick them but I'll take care of them at mine. If interested, please confirm to allow my adrenaline bulbs to plan well. Fill me in on allergies, preferences. Adults are not invited. Open for ages 3 to 18.",positive
I hope that helps you all family people have quality time with yourselves... 😂🤔🤪🤪😘,positive
Can o bring mine,positive
🤣are you around? He'd be the most honourable taken care of.,positive
so that's a yes.,positive
😌 sweet 16,positive
😅😂🤣,positive
Yethsi baby Lenah,positive
☺,positive
"Hope you record for us their version of ""King Monada Dance challenge""😅😅😅A beggggg🙏🏾🙏🏾🙏🏾",positive
You will be fine...,positive
😂😂🤣naye Pauline,positive
Auntie Joanna I know what Bikibyokola means in Luganda...auntie... What does it mean?What are you doing?auntie😅😅😅... really My babies  !,positive
We're moving to the bedrooms in our beds but but it's so much fun for us all..here,positive
7 of us ...fun,positive
So. Did anyone of my blood here go for kyarenga,positive
hihihii Dembe is such a jolly baby we look forward to playing with him,positive
Happy Birthday Beth,positive
Jane happy belated birthday to Simon,positive
Thanks Joanna. U sound so energytic. Thought kids would have put u to bed by now,positive
I got tired on her behalf already,positive
hehehe🤣😂😅you were a blessing in that medicine moment.  Thank you,positive
Atte which moment,positive
He helped with medicinal Administration,positive
Dear mothers I appreciate you...,positive
🤣🤣,positive
It was not easy?,positive
Happy birthday Beth!,positive
It is a vulgar message.,negative
If you cough near it or use a vulgarity in its presence.,negative
She always pokes fun at her underclassman.,negative
"No, Darian, I'm sorry to disappoint you.",negative
"Sorry to disappoint you, Sherlock, but it looks like a simple drowning.",negative
Sorry to disappoint you.,negative
Disappointment was written in his face.,negative
Fred's disappointment was apparent.,negative
Her disappointment was visible.,negative
Disappointment flashed across her face.,negative
Afraid he would hear the disappointment in her voice.,negative
Disappointment spiraled through her.,negative
Disappointment dripped from her voice.,negative
Here they experienced a cruel disappointment.,negative
I'm disappointed in you.,negative
I'm disappointed in your decision.,negative
Are you disappointed with me?,negative
Jonathan would be disappointed if we left before Christmas.,negative
I'd be disappointed if you were.,negative
I guess my greatest fear is that he will be disappointed in me.,negative
What was she making him disappointed about?,negative
"I'm disappointed in you, David.",negative
Dean was as much disappointed as angry at the skip.,negative
It would be so disappointing for them.,negative
"That's a gruesome thought and disappointing, too.",negative
My first visit to the infamous room was disappointing.,negative
But the effect was disappointing.,negative
The result has been disappointing.,negative
All in all a very disappointing showing despite the low price.,negative
Actually it was a highly disappointing rabbit dropping style turd.,negative
"Dean looked down at the two holes in his belt, now rendered unusable.",negative
These boots are unusable.,negative
It can damage it and render it unusable.,negative
"If you don't, your donation will be unusable.",negative
Fuck you!,negative
Fuck this shit! I'm outta here!,negative
Don't fuck around if you haven't got any serious business.,negative
Don't fuck with me!,negative
I don't give a fuck about you damn fuckers!,negative
A horrible thought burst unwanted into her mind.,negative
The downside of the success was unwanted publicity.,negative
"You can send me overseas, like the elite do their unwanted children.",negative
She doesn't give a fuck about him anymore.,negative
There are many ways to rid yourself of unwanted stretch marks.,negative
I didn't want the smell to draw any unwanted visitors.,negative
We are so fucked.,negative
This is fucked up.,negative
Shut the fuck up! You ugly fuck!,negative
Her life got fucked the moment you entered it.,negative
You'll get fucked if you don't move your lazy ass!,negative
"Animals can get jealous, which can also lead to unwanted behavior.",negative
You are an unwanted person.,negative
He has an unwanted personality.,negative
They would have to be made of stone to dislike you.,negative
She was sincere enough in her dislike of Roman jurisdiction and.,negative
Whichever you get you will probably dislike it.,negative
Cats dislike the scents from these items.,negative
Many dislike the subject; some would thrust it into practical theology.,negative
He had a visceral dislike of Europe.,negative
The other sign is likely to have many traits you naturally dislike.,negative
John Ellis had a very strong dislike of hanging women.,negative
Others dislike the effort involved in using them.,negative
Oxen dislike change and prefer things to stay focused.,negative
Disliking the extravagance of Richard II.,negative
For these are the things that use to raise dislikes abroad.,negative
Personal dislikes all kind or a that 's still terrific he said.,negative
"Stop harassing the intel guy, Larry said.",negative
He keeps saying we're harassing his client if we even ask questions.,negative
I heard him harassing you.,negative
He's harassing my jailer!,negative
I don't want people harassing me.,negative
They were harassed by aggravated disorders and insurrections.,negative
He was closely followed and harassed her.,negative
Police tried to block routes and constantly harassed them.,negative
"Luna, and harassed by his nobles.",negative
Pauline Scott was sexually harassed at work.,negative
She was sexually harassed at work.,negative
She wanted to know what the devil was going on.,negative
"Stop there, you devil with the cart!",negative
And what devil made me go to that wat?,negative
Am I so bad that I end up married to the devil?,negative
His eyes twinkled with the very devil.,negative
This guy was the devil.,negative
This girl was the devil.,negative
The devil was with him.,negative
She slept with the devil.,negative
Shipton is a devil.,negative
"He, poor devil, has frequently no choice.",negative
The devil only knows!,negative
You are a stressful person.,negative
I am taking a lot of stress.,negative
He is taking a lot of stress.,negative
She is taking a lot of stress.,negative
Your work is very stressful.,negative
My work is very stressful.,negative
Their work is very stressful.,negative
Her work is very stressful.,negative
Life seems to become more stressful every day.,negative
He never knew more than lust for her.,negative
Lust turned to adrenaline.,negative
"Darkyn didn't back down, and the light of lust flared in his gaze.",negative
"His mind coursed with carnal lust, raw and insatiable.",negative
"His smile was cunning, the glow of lust in his eyes.",negative
Adrenaline and battle lust reared once again.,negative
"No, because I realize that I might be influenced by lust.",negative
It was born of lust.,negative
"His lust for blood, war and women is insatiable.",negative
You hurt me.,negative
He hurt her.,negative
My words hurt her.,negative
You always hurt the people around you.,negative
